word,len
স্তাঘ,5
স্তাবক,6
স্তাবকতা,8
স্তাবকের,8
স্তাম্বলি,9
স্তাম্বুলী,10
স্তার,5
স্তিন্,6
স্তিমিত,7
স্তিমিতপ্রায়,12
স্তিম্,6
স্তু,4
স্তুচ্,6
স্তুত,5
স্তুতা,6
স্তুতি,6
স্তুতিচ্ছলে,11
স্তুতিপাঠ,9
স্তুতিপাঠক,10
স্তুতিবাক্য,11
স্তুতিবাদ,9
স্তুতিমূলক,10
স্তুতিস্তুত্য,13
স্তুপ,5
স্তুপাকার,9
স্তুপীকৃত,9
স্তুভ্,6
স্তুয়মান,8
স্তূপ,5
স্তূপরাশি,9
স্তূপাকার,9
স্তূপাকৃতি,10
স্তূপীকৃত,9
স্তূপীভূত,9
স্তূপের,7
স্তূপ্,6
স্তৃ,4
স্তেন,5
স্তেন্,6
স্তেয়,5
স্তেয়ী,6
স্তৈ,4
স্তৈন,5
স্তৈন্য,7
স্তোক,5
স্তোকবাক্য,10
স্তোকবাক্যে,11
স্তোতা,6
স্তোতার,7
স্তোত্র,7
স্তোভ,5
স্ত্যৈ,6
স্ত্রিন্,8
স্ত্রী,6
স্ত্রীঅঙ্গ,10
স্ত্রীআচারবিশেষ,15
স্ত্রীও,7
স্ত্রীকুটুম,11
স্ত্রীকুলের,11
স্ত্রীকে,8
স্ত্রীগমন,9
স্ত্রীচরিত্র,12
স্ত্রীচিহ্ন,11
স্ত্রীজননেন্দ্রিয়,17
স্ত্রীজননেন্দ্রিয়ের,19
স্ত্রীজাতি,10
স্ত্রীজাতির,11
স্ত্রীজাতীয়,11
স্ত্রীতে,8
স্ত্রীত্ব,9
স্ত্রীদূত,9
স্ত্রীদেবতা,11
স্ত্রীদেবতার,12
স্ত্রীদের,9
স্ত্রীদ্বেষী,12
স্ত্রীধন,8
স্ত্রীধর্ম,10
স্ত্রীপশু,9
স্ত্রীপুত্র,11
স্ত্রীপুরুষ,11
স্ত্রীপ্রত্যয়,13
স্ত্রীবশ,8
স্ত্রীবশ্য,10
স্ত্রীবাচক,10
স্ত্রীবাধ্যতা,13
স্ত্রীভূত,9
স্ত্রীমজুর,10
স্ত্রীমূর্তি,12
স্ত্রীযোনি,10
স্ত্রীযৌনাঙ্গ,13
স্ত্রীর,7
স্ত্রীরজ,8
স্ত্রীরজঃ,9
স্ত্রীরত,8
স্ত্রীরত্ন,10
স্ত্রীরভাই,10
স্ত্রীরোক,9
স্ত্রীরোগ,9
স্ত্রীরোগবিশেষ,14
স্ত্রীলক্ষণ,11
স্ত্রীলিঙ্গ,11
স্ত্রীলিঙ্গবাচক,15
স্ত্রীলিঙ্গরূপ,14
স্ত্রীলিঙ্গা,12
স্ত্রীলিঙ্গে,12
স্ত্রীলোক,10
স্ত্রীলোক,9
স্ত্রীলোককে,11
স্ত্রীলোকদিগকে,14
স্ত্রীলোকদিগের,14
স্ত্রীলোকদের,12
স্ত্রীলোকে,10
স্ত্রীলোকের,11
স্ত্রীলোকেরা,12
স্ত্রীশিক্ষা,12
স্ত্রীসংসর্গ,12
স্ত্রীসঙ্গ,10
স্ত্রীসঙ্গম,11
স্ত্রীসম্ভোগ,12
স্ত্রীসহবাস,11
স্ত্রীসিংহ,10
স্ত্রীসুলভ,10
স্ত্রীস্বভাব,12
স্ত্রীহরণ,9
স্ত্রৈণ,7
স্ত্রৈণতা,9
স্ত্রৈণতাবশতঃ,13
স্থকিত,6
স্থকিতনয়ানে,11
স্থগ,4
স্থগন,5
স্থগিত,6
স্থগিতকরণ,9
স্থগ্,5
স্থণ্ডিল,8
স্থপতি,6
স্থপতিকলা,9
স্থপতির,7
স্থপিত,6
স্থপুট,6
স্থবির,6
স্থবিরতা,8
স্থবিরতাবাচক,12
স্থবিরা,7
স্থল,4
স্থলকমল,7
স্থলচর,6
স্থলপথ,6
স্থলপথেই,8
স্থলপদ্ম,8
স্থলবর্তী,9
স্থলবাণিজ্য,11
স্থলবাহিনী,10
স্থলবাহিনীতে,12
স্থলবিশিষ্ট,11
স্থলবিষয়ক,9
স্থলভাগ,7
স্থলভাগে,8
স্থলভাগের,9
স্থলাভিষিক্ত,12
স্থলারবিন্দ,11
স্থলী,5
স্থলীয়,6
স্থলে,5
স্থল্,5
স্থা,4
স্থাণীশ্বর,10
স্থাণু,6
স্থাণুবৎ,8
স্থাণুর,7
স্থাতব্য,8
স্থাতা,6
স্থাতি,6
স্থাতৃ,6
স্থান,5
স্থানই,6
স্থানকাল,8
স্থানগত,7
স্থানচিত্র,10
স্থানচ্যুত,10
স্থানচ্যুতি,11
স্থাননাম,8
স্থানপ্রাপ্ত,12
স্থানবিচ্যুত,12
স্থানবিশেষ,10
স্থানবিশেষে,11
স্থানবিশেষের,12
স্থানব্যাপী,11
স্থানভ্রষ্ট,11
স্থানসমূহ,9
স্থানসমূহে,10
স্থানসম্পর্কিত,14
স্থানসুলভ,9
স্থানসূচক,9
স্থানান্তর,10
স্থানান্তরকরণযোগ্য,18
স্থানান্তরিত,12
স্থানান্তরিতকরণ,15
স্থানান্তরে,11
স্থানান্তির,11
স্থানাপন্ন,10
স্থানাভাব,9
স্থানি,6
স্থানিক,7
স্থানী,6
স্থানীভাবে,10
স্থানীয়,7
স্থানীয়া,8
স্থানু,6
স্থানে,6
স্থানের,7
স্থানেশ্বর,10
স্থান্,6
স্থাপ,5
স্থাপক,6
স্থাপত্য,8
স্থাপত্যকলা,11
স্থাপত্যবিজ্ঞান,15
স্থাপত্যবিদ্যা,14
স্থাপত্যশিল্প,13
স্থাপন,6
স্থাপনকর্তা,11
স্থাপনকারী,10
স্থাপনযোগ্য,11
স্থাপনা,7
স্থাপনীয়,8
স্থাপনের,8
স্থাপা,6
স্থাপি,6
স্থাপিত,7
স্থাপিল,7
স্থাপিলা,8
স্থাপ্য,7
স্থাপয়িতা,9
স্থাপয়িত্রী,11
স্থাবর,6
স্থাবরের,8
স্থাল,5
স্থালী,6
স্থালীর,7
স্থালে,6
স্থাস্নু,8
স্থায়িত্ব,9
স্থায়িত্বের,11
স্থায়িন্,8
স্থায়িভাব,9
স্থায়িভাবের,11
স্থায়ী,6
স্থায়ীবাবে,10
স্থায়ীভাব,9
স্থায়ীভাবে,10
স্থি,4
স্থিত,5
স্থিতধী,7
স্থিতপ্রজ্ঞ,11
স্থিতাবস্থা,11
স্থিতি,6
স্থিতিকরণ,9
স্থিতিবান,9
স্থিতিবিহীন,11
স্থিতিযোগ্য,11
স্থিতিলাভ,9
স্থিতিশীল,9
স্থিতিশীলতা,11
স্থিতিস্থাপক,12
স্থিতিস্থাপকতা,14
স্থিতিহীন,9
স্থিতু,6
স্থিন্,6
স্থির,5
স্থিরকরণ,8
স্থিরকারী,9
স্থিরকার্য,10
স্থিরচিত্ত,10
স্থিরচিত্ততা,12
স্থিরতা,7
স্থিরতার,8
স্থিরত্ব,8
স্থিরদৃষ্টি,11
স্থিরনিশ্চয়,11
স্থিরনেত্র,10
স্থিরপদ,7
স্থিরপ্রকৃতি,12
স্থিরপ্রতিজ্ঞ,13
স্থিরবুদ্ধি,11
স্থিরভাবে,9
স্থিরযৌবনা,10
স্থিররেখা,9
স্থিরসঙ্কল্প,12
স্থিরা,6
স্থিরায়ু,8
স্থিরীকরণ,9
স্থিরীকৃত,9
স্থিরীবৃত,9
স্থির্,6
স্থুণা,6
স্থুনা,6
স্থুন্,6
স্থুল,5
স্থুলকায়,8
স্থুলবুদ্ধি,11
স্থুলবুদ্ধিব্যঞ্জক,18
স্থুলোদর,8
স্থুল্,6
স্থূণ,5
স্থূণা,6
স্থূল,5
স্থূলকায়,8
স্থূলকোণ,8
স্থূলকোণী,9
স্থূলকোন,8
স্থূলত,6
স্থূলতা,7
স্থূলতায়,8
স্থূলত্ব,8
স্থূলদর্শী,10
স্থূলদৃষ্টি,11
স্থূলদেহ,8
স্থূলদেহবিশিষ্ট,15
স্থূলদেহী,9
স্থূলবুদ্ধি,11
স্থূলভাবে,9
স্থূলস্কন্ধযুক্ত,16
স্থূলাকার,9
স্থূলাকৃতি,10
স্থূলাঙ্গ,9
স্থূলাঙ্গী,10
স্থূলান্ত্র,11
স্থূলোদর,8
স্থূল্,6
স্থেয়,5
স্থেয়ো,6
স্থৈতিক,7
স্থৈতিকশক্তি,12
স্থৈর্য,7
স্থৈর্যশূন্য,12
স্থৈর্যহীন,10
স্থৈর্যহীনতা,12
স্থোইতিক্,9
স্থোউর্,7
স্থোউল্,7
স্থৌল্য,7
স্নব,4
স্নবারি,7
স্নবের,6
স্নব্,5
স্না,4
স্নাত,5
স্নাতক,6
স্নাতকোত্তর,11
স্নাতা,6
স্নাতানুলিপ্ত,13
স্নাতো,6
স্নান,5
স্নানকারী,9
স্নানকার্য,10
স্নানদান,8
স্নানযাত্রা,11
স্নানযাত্রায়,12
স্নানরূপ,8
স্নানাগার,9
স্নানান্তর,10
স্নানাভাব,9
স্নানিকা,8
স্নানীয়,7
স্নানে,6
স্নানের,7
স্নানোদক,8
স্নানোৎসব,9
স্নান্,6
স্নাপক,6
স্নাপন,6
স্নাপিকা,8
স্নাপিত,7
স্নাপোন্,8
স্নাপয়িতৃ,9
স্নায়বিক,8
স্নায়বীয়,8
স্নায়ি,6
স্নায়ী,6
স্নায়ু,6
স্নায়ুক্লান্ত,13
স্নায়ুগুচ্ছ,11
স্নায়ুদৌর্বল্য,14
স্নায়ুবিক,9
স্নায়ুবিহীন,11
স্নায়ুযুদ্ধ,11
স্নায়ুর,7
স্নায়োবিক্,10
স্নায়োবিয়ো,10
স্নিগ্,6
স্নিগ্ধ,7
স্নিগ্ধকর,9
স্নিগ্ধকিরণ,11
স্নিগ্ধতা,9
স্নিগ্ধতাশূন্য,14
স্নিগ্ধা,8
স্নিহ্,6
স্নু,4
স্নুশা,6
স্নুষা,6
স্নেহ,5
স্নেহকৃত,8
স্নেহক্ষীর,10
স্নেহচোখ,8
স্নেহজ,6
স্নেহদৃষ্টিবিশিষ্টা,19
স্নেহপত্র,9
স্নেহপদার্থের,13
স্নেহপরায়ণ,10
স্নেহপাণি,9
স্নেহপাত্র,10
স্নেহপাত্রকে,12
স্নেহপাত্রী,11
স্নেহপুত্তলি,12
স্নেহপূর্ণ,10
স্নেহপূর্ন,10
স্নেহপ্রবণ,10
স্নেহবর্জিত,11
স্নেহবশতঃ,9
স্নেহবান,8
স্নেহবিহীন,10
স্নেহভরে,8
স্নেহভাজন,9
স্নেহভূমি,9
স্নেহমমতার,10
স্নেহময়,7
স্নেহযুক্ত,10
স্নেহরস,7
স্নেহরূপ,8
স্নেহশীল,8
স্নেহশূন্য,10
স্নেহসুরধনী,11
স্নেহসূচক,9
স্নেহহীন,8
স্নেহহীনা,9
স্নেহার্ত,9
স্নেহার্থে,10
স্নেহালিঙ্গন,12
স্নেহাশীর্বাদ,13
স্নেহাস্পদ,10
স্নেহী,6
স্নেহে,6
স্নেহের,7
স্নেহো,6
স্পঞ্জ,6
স্পন্দ,6
স্পন্দন,7
স্পন্দনজাত,10
স্পন্দনজ্ঞাপক,13
স্পন্দনবেগ,10
স্পন্দনরহিত,11
স্পন্দনরূপ,10
স্পন্দনশীল,10
স্পন্দনশূন্য,12
স্পন্দনসূচক,11
স্পন্দনহীন,10
স্পন্দনহীনতা,12
স্পন্দনের,9
স্পন্দমান,9
স্পন্দরহিত,10
স্পন্দশূন্য,11
স্পন্দহীন,9
স্পন্দিত,8
স্পন্দিয়া,9
স্পন্দ্,7
স্পর্,5
স্পর্কিত,8
স্পর্ধা,7
স্পর্ধাকারী,11
স্পর্ধাপূর্ণ,12
স্পর্ধাব্যঞ্জক,14
স্পর্ধাযুক্ত,12
স্পর্ধার,8
স্পর্ধায়,8
স্পর্ধিত,8
স্পর্ধিতা,9
স্পর্ধী,7
স্পর্ধ্,7
স্পর্ম,6
স্পর্মকারী,10
স্পর্মক্রামী,12
স্পর্মন,7
স্পর্শ,6
স্পর্শক,7
স্পর্শকরণ,9
স্পর্শকাতর,10
স্পর্শকাতরতা,12
স্পর্শকারী,10
স্পর্শজনিত,10
স্পর্শদুষ্টতা,13
স্পর্শদোষ,9
স্পর্শদোষে,10
স্পর্শধ্বনি,11
স্পর্শন,7
স্পর্শনীয়,9
স্পর্শনেন্দ্রিয়,15
স্পর্শপ্রস্তর,13
স্পর্শবর্ণ,10
স্পর্শবর্ণের,12
স্পর্শবোধ,9
স্পর্শভীতি,10
স্পর্শভীতির,11
স্পর্শমণি,9
স্পর্শমাত্র,11
স্পর্শশুন্য,11
স্পর্শসাধ্য,11
স্পর্শহীন,9
স্পর্শিনী,9
স্পর্শিবে,9
স্পর্শী,7
স্পর্শে,7
স্পর্শেন্দ্রিয়,14
স্পর্শের,8
স্পর্শ্য,8
স্পশকারিণী,10
স্পশেন্দ্রিয়,12
স্পশ্,5
স্পষ্ট,6
স্পষ্টই,7
স্পষ্টত,7
স্পষ্টতঃ,8
স্পষ্টতা,8
স্পষ্টবক্তা,11
স্পষ্টবাদিতা,12
স্পষ্টবাদিনী,12
স্পষ্টবাদী,10
স্পষ্টভাবে,10
স্পষ্টভাষণসূচক,14
স্পষ্টভাষিণী,12
স্পষ্টভাষী,10
স্পষ্টরূপে,10
স্পষ্টাক্ষরে,12
স্পষ্টাস্পষ্টি,14
স্পষ্টীকরণ,10
স্পষ্টীকৃত,10
স্পিকার,7
স্পিকার্,8
স্পিচ,5
স্পিড,5
স্পিরিট,7
স্পীকার,7
স্পীচ,5
স্পীড,5
স্পীস,5
স্পুটনিক,8
স্পুল,5
স্পৃশ্,6
স্পৃশ্য,7
স্পৃষ্ট,7
স্পৃষ্টি,8
স্পৃষ্ঠ,7
স্পৃহণীয়,8
স্পৃহা,6
স্পৃহাজনক,9
স্পৃহাবতী,9
স্পৃহাযুক্ত,11
স্পৃহার,7
স্পৃহারাহিত্য,13
স্পৃহাহীন,9
স্পৃহায়ালু,10
স্পৃহ্,6
স্পে,4
স্পেনের,7
স্পেস,5
স্পোটকে,7
স্পোটিং,7
স্প্রিং,7
স্প্রিংয়ে,9
স্প্রীংওয়ালা,12
স্ফট,4
স্ফটিক,6
স্ফটিকতুল্য,11
স্ফটিকবিশেষ,11
স্ফটিকীভূত,10
স্ফটিকে,7
স্ফটিকের,8
স্ফট্,5
স্ফর,4
স্ফরিত,6
স্ফর্,5
স্ফাটি,6
স্ফাটিক,7
স্ফাত,5
স্ফার,5
স্ফারণ,6
স্ফারিত,7
স্ফার্,6
স্ফালি,6
স্ফায়্,6
স্ফিংস,6
স্ফিংসের,8
স্ফীত,5
স্ফীতকন্ঠ,9
স্ফীতপত্র,9
স্ফীতা,6
স্ফীতি,6
স্ফীতিজনিত,10
স্ফীতিরোগ,9
স্ফীতী,6
স্ফীতোদর,8
স্ফীত্,6
স্ফু,4
স্ফুট,5
স্ফুটন,6
স্ফুটনবিন্দু,12
স্ফুটনাঙ্ক,10
স্ফুটনোন্মুখ,12
স্ফুটবাক,8
স্ফুটি,6
স্ফুটিত,7
স্ফুট্,6
স্ফুর,5
স্ফুরণ,6
স্ফুরণের,8
স্ফুরতি,7
স্ফুরা,6
স্ফুরিত,7
স্ফুর্,6
স্ফুর্তি,8
স্ফুর্তিতে,10
স্ফুর্তিবাজ,11
স্ফুর্তিমান্,12
স্ফুর্তির,9
স্ফুলিঙ্গ,9
স্ফুল্,6
স্ফূর্ত,7
স্ফূর্তি,8
স্ফূর্তিতে,10
স্ফূর্তিপূর্ণ,13
স্ফূর্তিবাজ,11
স্ফূর্তিবাজদের,14
স্ফূর্তিমান,11
স্ফূর্তিযুক্ত,13
স্ফূর্তিরহিত,12
স্ফূর্তিশূন্যতা,15
স্ফোট,5
স্ফোটক,6
স্ফোটকবিশেষ,11
স্ফোটকাদিতে,11
স্ফোটকাবিশেষ,12
স্ফোটকি,7
স্ফোটন,6
স্ফোটনী,7
স্ফোটবাদ,8
স্ফোটি,6
স্ফোস্কা,8
স্বঃ,4
স্বক,4
স্বকথিত,7
স্বকপোলকল্পিত,13
স্বকীয়,6
স্বকীয়তা,8
স্বকীয়তাশূন্য,13
স্বকীয়া,7
স্বকৃত,6
স্বকৃতভঙ্গ,10
স্বক্ষেত্রে,11
স্বখাত,6
স্বখাতসলিল,10
স্বগত,5
স্বগতোক্তি,10
স্বগৃহ,6
স্বগোত্রজ,9
স্বগোত্রীয়,10
স্বগ্,5
স্বগ্রাম,8
স্বঘোষিত,8
স্বচক্ষু,8
স্বচক্ষে,8
স্বচেষ্টায়,10
স্বচ্ছ,6
স্বচ্ছতা,8
স্বচ্ছতার,9
স্বচ্ছত্ব,9
স্বচ্ছন্দ,9
স্বচ্ছন্দতা,11
স্বচ্ছন্দবিহারী,15
স্বচ্ছন্দে,10
স্বচ্ছমণি,9
স্বচ্ছাত,8
স্বজন,5
স্বজনদের,8
স্বজনহীন,8
স্বজনাদি,8
স্বজনী,6
স্বজনের,7
স্বজাত,6
স্বজাতি,7
স্বজাতিচেতনা,12
স্বজাতিপ্রীতি,13
স্বজাতির,8
স্বজাতীয়,8
স্বজাতীয়দের,11
স্বজাতীয়া,9
স্বজাতীয়ের,10
স্বজাত্য,8
স্বজাত্যবোধ,11
স্বজ্ঞানে,9
স্বতঃ,5
স্বতঃই,6
স্বতঃপ্রবৃত্ত,13
স্বতঃসংঘটন,10
স্বতঃসিদ্ধ,10
স্বতঃস্ফুর্ততাই,15
স্বতঃস্ফুর্তভাবে,16
স্বতঃস্ফূর্ত,12
স্বতন্তর,8
স্বতন্তরা,9
স্বতন্ত্র,9
স্বতন্ত্রকরণ,12
স্বতন্ত্রভাবে,13
স্বতন্ত্রা,10
স্বতন্ত্রীকৃত,13
স্বতন্ত্র্য,11
স্বতন্ত্র্যজ্ঞান,16
স্বত্ব,6
স্বত্বত্যাগ,11
স্বত্বত্যাগপূর্বক,17
স্বত্ববান,9
স্বত্বসংক্রান্ত,15
স্বত্বাধিকার,12
স্বত্বাধিকারপ্রদায়ক,19
স্বত্বাধিকারশূন্য,17
স্বত্বাধিকারিণী,15
স্বত্বাধিকারিত্ব,16
স্বত্বাধিকারী,13
স্বত্বাধিকারীর,14
স্বত্বাস্বত্ব,13
স্বত্বে,7
স্বত্বের,8
স্বদল,5
স্বদলীয়,7
স্বদলীয়া,8
স্বদু,5
স্বদেশ,6
স্বদেশজাত,9
স্বদেশত্যাগী,12
স্বদেশপ্রীতি,12
স্বদেশপ্রেমিক,13
স্বদেশপ্রেমিকতা,15
স্বদেশবাসী,10
স্বদেশবাসীর,11
স্বদেশহিতৈষণা,13
স্বদেশহিতৈষী,12
স্বদেশি,7
স্বদেশিকতা,10
স্বদেশী,7
স্বদেশীয়,8
স্বদেশে,7
স্বদেশেও,8
স্বদেশের,8
স্বদ্,5
স্বধর্ম,7
স্বধর্মে,8
স্বধা,5
স্বধীনতা,8
স্বন,4
স্বনন,5
স্বনন্ধয়,8
স্বনরন,6
স্বনাম,6
স্বনামখ্যাত,11
স্বনামধন্য,10
স্বনামে,7
স্বনিত,6
স্বনির্ধারিত,12
স্বনির্ভর,9
স্বনির্ভরতা,11
স্বনিয়া,7
স্বনে,5
স্বন্,5
স্বন্দ্,7
স্বন্ধী,7
স্বপক্ষ,7
স্বপক্ষসংক্রান্ত,16
স্বপক্ষীয়,9
স্বপক্ষীয়ের,11
স্বপক্ষের,9
স্বপত্য,7
স্বপন,5
স্বপনচারিণী,11
স্বপনস্বরূপ,11
স্বপনহি,7
স্বপনে,6
স্বপনেতে,8
স্বপনের,7
স্বপ্,5
স্বপ্ন,6
স্বপ্নঘোর,9
স্বপ্নঘোরে,10
স্বপ্নচারিতা,12
স্বপ্নজাত,9
স্বপ্নজাল,9
স্বপ্নজড়িমা,11
স্বপ্নতুল্য,11
স্বপ্নদোষ,9
স্বপ্নদ্রষ্টা,13
স্বপ্নপূর্ণ,11
স্বপ্নপ্রবাহের,14
স্বপ্নবিষয়ক,11
স্বপ্নবৃত্তান্ত,15
স্বপ্নব্যূহ,11
স্বপ্নবৎ,8
স্বপ্নভরা,9
স্বপ্নমুখর,10
স্বপ্নমূলক,10
স্বপ্নময়,8
স্বপ্নময়ী,9
স্বপ্নরাজ্য,11
স্বপ্নলোক,9
স্বপ্নহেতু,10
স্বপ্নাচ্ছন্ন,13
স্বপ্নাদিষ্ট,12
স্বপ্নাদেশ,10
স্বপ্নাদ্য,10
স্বপ্নাধ্যায়,12
স্বপ্নাবিষ্ট,12
স্বপ্নাবেশ,10
স্বপ্নাবেশে,11
স্বপ্নে,7
স্বপ্নেই,8
স্বপ্নেও,8
স্বপ্নের,8
স্বপ্নোত্থিত,12
স্বপ্রকাশ,9
স্বপ্রকৃতি,10
স্বপ্রত্যবেক্ষিত,16
স্বপ্রাধান্য,12
স্ববংশীয়,8
স্ববলম্বী,9
স্ববশ,5
স্ববশে,6
স্ববাবসংগত,10
স্বভাজাত,8
স্বভাব,6
স্বভাবকুলীন,11
স্বভাবকৃপণ,10
স্বভাবকে,8
স্বভাবগত,8
স্বভাবচরিত্র,12
স্বভাবজ,7
স্বভাবজাত,9
স্বভাবটা,8
স্বভাবত,7
স্বভাবতঃ,8
স্বভাবতই,8
স্বভাবদত্ত,10
স্বভাবপ্রকৃতি,13
স্বভাবপ্রাপ্ত,13
স্বভাবপ্রাপ্তা,14
স্বভাববিরুদ্ধ,13
স্বভাববিশিষ্ট,13
স্বভাবযুক্ত,11
স্বভাবলব্ধ,10
স্বভাবশোভা,10
স্বভাবসম্পন্ন,13
স্বভাবসিদ্ধ,11
স্বভাবসিদ্ধতা,13
স্বভাবসুলভ,10
স্বভাবসুলভতা,12
স্বভাবা,7
স্বভাবি,7
স্বভাবে,7
স্বভাবের,8
স্বভাবোক্তি,11
স্বভাষা,7
স্বমত,5
স্বমতে,6
স্বমূর্তি,9
স্বমোহে,7
স্বর,4
স্বরঃ,5
স্বরই,5
স্বরগ্রাম,9
স্বরগ্রামের,11
স্বরচিত,7
স্বরণ,5
স্বরণীয়া,8
স্বরতন্ত্রী,11
স্বরতন্ত্রের,12
স্বরতরঙ্গে,10
স্বরধারণ,8
স্বরধ্বনি,9
স্বরধ্বনিবিশেষ,14
স্বরধ্বনির,10
স্বরধ্বনিরূপে,13
স্বরপুর,7
স্বরবদ্ধ,8
স্বরবর্ণ,8
স্বরবর্ণটির,11
স্বরবর্ণমালার,13
স্বরবর্ণের,10
স্বরবাচক,8
স্বরবিকৃতি,10
স্বরবিন্যাসের,13
স্বরবিশিষ্ট,11
স্বরবিশেষ,9
স্বরবিহীন,9
স্বরভক্তি,9
স্বরভক্তিতে,11
স্বরভক্তির,10
স্বরভঙ্গ,8
স্বরভেদ,7
স্বরযন্ত্র,10
স্বরযন্ত্রের,12
স্বরযুক্ত,9
স্বররূপে,8
স্বরলহরি,8
স্বরলহরী,8
স্বরলিপি,8
স্বরসংগতি,9
স্বরসঙ্গতি,10
স্বরসঙ্গতিতে,12
স্বরসন্ধি,9
স্বরসমন্বয়,10
স্বরসাম্যে,10
স্বরস্বতী,9
স্বরাংশসমূহ,11
স্বরাগম,7
স্বরাগমে,8
স্বরাগমের,9
স্বরাগাম,8
স্বরাঘাত,8
স্বরাজ,6
স্বরাজী,7
স্বরাজ্য,8
স্বরাজ্যের,10
স্বরাদি,7
স্বরান্ত,8
স্বরাভ্যাস,10
স্বরাষ্ট্র,10
স্বরাষ্ট্রমন্ত্রী,17
স্বরাষ্ট্রে,11
স্বরিত,6
স্বরুপ,6
স্বরূপ,6
স্বরূপত,7
স্বরূপতঃ,8
স্বরূপতা,8
স্বরূপত্ব,9
স্বরূপশক্তি,11
স্বরূপসম্বন্ধীয়,15
স্বরূপার্থপ্রকাশ,16
স্বরূপে,7
স্বরূপের,8
স্বরে,5
স্বরের,6
স্বরোচিঃ,8
স্বরোচিষ,8
স্বরোচিস্,9
স্বর্,5
স্বর্গ,6
স্বর্গকন্যা,11
স্বর্গকে,8
স্বর্গগঙ্গা,11
স্বর্গগত,8
স্বর্গঙ্গা,10
স্বর্গচারী,10
স্বর্গত,7
স্বর্গতি,8
স্বর্গদ্বার,11
স্বর্গপথে,9
স্বর্গপ্রাপ্তি,14
স্বর্গপ্রায়,11
স্বর্গবাসী,10
স্বর্গবেশ্যা,12
স্বর্গলাভ,9
স্বর্গলোক,9
স্বর্গলোকটির,12
স্বর্গসংক্রান্ত,15
স্বর্গসুলভ,10
স্বর্গস্থ,9
স্বর্গারোহণ,11
স্বর্গীয়,8
স্বর্গীয়া,9
স্বর্গে,7
স্বর্গের,8
স্বর্গেরদ্বার,13
স্বর্গোদ্যান,12
স্বর্গ্য,8
স্বর্ণ,6
স্বর্ণকমল,9
স্বর্ণকান্তি,12
স্বর্ণকার,9
স্বর্ণকারের,11
স্বর্ণকেশী,10
স্বর্ণখচিত,10
স্বর্ণখণ্ড,10
স্বর্ণগর্ভ,10
স্বর্ণগর্ভা,11
স্বর্ণঘট,8
স্বর্ণচাঁপা,11
স্বর্ণচুর,9
স্বর্ণজাত,9
স্বর্ণতন্তু,11
স্বর্ণতন্ত্র,12
স্বর্ণদ,7
স্বর্ণদ্বারা,12
স্বর্ণদ্বীপ,11
স্বর্ণনির্মিত,13
স্বর্ণপদ্ম,10
স্বর্ণপিঞ্জর,12
স্বর্ণপূর্ণ,11
স্বর্ণপ্রতিমা,13
স্বর্ণপ্রসবা,12
স্বর্ণপ্রসূ,11
স্বর্ণবণিক,10
স্বর্ণবণিকের,12
স্বর্ণবর্ণ,10
স্বর্ণবর্ণের,12
স্বর্ণবীণা,10
স্বর্ণভূমি,10
স্বর্ণভূষণ,10
স্বর্ণমণ্ডিত,12
স্বর্ণমন্ডিত,12
স্বর্ণমালা,10
স্বর্ণমুদ্রা,12
স্বর্ণমৃগ,9
স্বর্ণময়,8
স্বর্ণরেখা,10
স্বর্ণরৌপ্যাদি,14
স্বর্ণলঙ্কা,11
স্বর্ণলতা,9
স্বর্ণলিখায়,11
স্বর্ণসংক্রান্ত,15
স্বর্ণসদৃশ,10
স্বর্ণসন্নিভ,12
স্বর্ণসিন্দূর,13
স্বর্ণসুযোগ,11
স্বর্ণসূত্র,11
স্বর্ণসূত্রমিশ্রিত,18
স্বর্ণস্বপ্ন,12
স্বর্ণাক্ষর,11
স্বর্ণাক্ষরে,12
স্বর্ণাদি,9
স্বর্ণাদির,10
স্বর্ণাভ,8
স্বর্ণাভাযুক্ত,14
স্বর্ণার্ভ,10
স্বর্ণালঙ্কার,13
স্বর্ণালঙ্কারে,14
স্বর্ণে,7
স্বর্ণের,8
স্বর্নের,8
স্বর্বধূ,8
স্বর্বৈদ্য,10
স্বল্প,6
স্বল্পকাল,9
স্বল্পকালস্থায়ী,15
স্বল্পকায়,9
স্বল্পতা,8
স্বল্পতাসূচক,12
স্বল্পদিন,9
স্বল্পদৃষ্টি,12
স্বল্পপ্রাণ,11
স্বল্পবিকশিত,12
স্বল্পভাষী,10
স্বল্পমূল্য,11
স্বল্পাহার,10
স্বল্পায়ু,9
স্বল্পে,7
স্বশক্তিতে,10
স্বশাসন,7
স্বশাসিত,8
স্বশ্রেণীস্থ,12
স্বশ্রেষ্ঠ,10
স্বসংবেদন,9
স্বসংবেদ্য,10
স্বসদৃশ,7
স্বসা,5
স্বস্তি,7
স্বস্তিক,8
স্বস্তিকা,9
স্বস্তিকাসন,11
স্বস্তিকে,9
স্বস্তিতে,9
স্বস্তিপাঠ,10
স্বস্তিবচন,10
স্বস্তিবাচন,11
স্বস্তিবোধ,10
স্বস্তিমুখ,10
স্বস্ত্যয়ন,10
স্বস্ত্যয়নের,12
স্বস্থ,6
স্বস্থান,8
স্বস্থ্যের,10
স্বস্রীয়,8
স্বস্রীয়া,9
স্বস্রেয়,8
স্বস্রেয়ী,9
স্বহস্ত,7
স্বহস্তলেখ,10
স্বহস্তে,8
